date,price
07/11/2025,211.16
07/14/2025,208.62
07/15/2025,209.11
07/16/2025,210.16
07/17/2025,210.02
07/18/2025,211.18
07/21/2025,212.48
07/22/2025,214.4
07/23/2025,214.15
07/24/2025,213.76
07/25/2025,213.88
07/28/2025,214.05
07/29/2025,211.27
07/30/2025,209.05
07/31/2025,207.57
08/01/2025,202.38
08/04/2025,203.35
08/05/2025,202.92
08/06/2025,213.25
08/07/2025,220.03
08/08/2025,229.35
08/11/2025,227.18
08/12/2025,229.65
08/13/2025,233.33
08/14/2025,232.78
08/15/2025,231.59
08/18/2025,230.89
08/19/2025,230.56
